epoch,train_loss,val_loss,train_2afc,val_2afc
1,0.2519396758210852,0.2015582713969918,0.9287769784172661,0.9534883720930233
2,0.0973538126633,0.19901637530257535,0.994820143884892,0.9430232558139535
3,0.03792799315596227,0.20253287514801635,1.0,0.9337209302325581
4,0.01666186895757485,0.22090003574483616,1.0,0.9151162790697674
5,0.008207094610347111,0.23852056772989588,1.0,0.9058139534883721
