epoch,train_loss,val_loss,train_2afc,val_2afc
1,0.5868743610467843,0.5409011524084002,0.7080575539568346,0.7372093023255814
2,0.5250335444349179,0.5279249139996463,0.7457553956834533,0.7616279069767442
3,0.49751161044450115,0.5033248949882596,0.7641726618705036,0.7790697674418605
4,0.48097639039694834,0.49132542061771073,0.7742446043165467,0.7627906976744186
5,0.45463662883628614,0.4821723815660144,0.7838848920863309,0.7895348837209303
