epoch,train_loss,train_aux_loss,train_total_loss,val_loss,train_2afc,val_2afc
1,0.2670345822008822,4.269967588795175,0.30973425718948994,0.2149761269085629,0.9179856115107914,0.9488372093023256
2,0.10717425768323939,4.133103219039149,0.14850528899499837,0.21953689630121687,0.994820143884892,0.9290697674418604
3,0.04703892311791508,4.082565025768692,0.08786457257733928,0.22291336136675158,1.0,0.9279069767441861
4,0.022525504137114655,4.057246027747504,0.06309796349178973,0.23324346236971227,1.0,0.9197674418604651
5,0.01168262643860184,4.046427924478654,0.05214690478800012,0.2523882708858785,1.0,0.9104651162790698
