epoch,train_loss,val_loss,train_2afc,val_2afc
1,0.28618383326386804,0.2247849297644787,0.8976978417266187,0.9313953488372093
2,0.12444607181300363,0.2215358867201694,0.9889208633093525,0.936046511627907
3,0.05172152855373222,0.2358462185014126,0.9997122302158273,0.913953488372093
4,0.021945477595968214,0.25251660340487264,1.0,0.8941860465116279
5,0.010532799007659174,0.2861453934052829,1.0,0.877906976744186
