epoch,train_loss,val_loss,train_2afc,val_2afc
1,0.4395570176303816,0.34419454277254813,0.8223021582733813,0.858139534883721
2,0.2407705481768512,0.3220372437737709,0.9225899280575539,0.8569767441860465
3,0.10149720995358641,0.3607147023255049,0.9892086330935251,0.8418604651162791
4,0.03987113488087658,0.3591753528410092,0.9997122302158273,0.8337209302325581
5,0.017611008586643412,0.402691562878791,1.0,0.8302325581395349
