epoch,train_loss,train_aux_loss,train_total_loss,val_loss,train_2afc,val_2afc
1,0.3021030875027394,4.244481670736409,0.3445479034498441,0.24149601006837085,0.8892086330935252,0.9209302325581395
2,0.13612419372035875,4.180833667370913,0.17793252941730212,0.24527363649807696,0.9831654676258993,0.9093023255813953
3,0.06018803569843336,4.152468485386252,0.10171271965872469,0.245257687772256,0.9997122302158273,0.9011627906976745
4,0.028580813200996934,4.121475150019145,0.06979556376556699,0.2566309781181951,1.0,0.8930232558139535
5,0.01538141849779075,4.092248962868889,0.05630390718579292,0.2654229553892862,1.0,0.8790697674418605
